Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROF MICHELE DE JESUS;28037553;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO CARLOS, 22 LOTEAMENTO MARIVAN. SANTA MARIA. 49039-107 Aracaju - SE.";(79) 981173678;Municipal;Não Informado;Não;Em Tramitação;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROFESSORA DULCILENE TEIXEIRA ALMEIDA;28037561;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Pública;"AV PRINCIPAL A, 273 PORTO POXIM. EDUARDO GOMES. 49100-000 São Cristóvão - SE.";(79) 30454939;Municipal;Não Informado;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.9313216339797;-37.125152181834
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;UNI MAIS COLEGIO LTDA;28037570;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA JORGE AMADO, 850 JARDINS. 49025-330 Aracaju - SE.";(79) 33044969;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI - CENTRO DE EXCELENCIA INOVAR;28037588;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AV COLETORA C, 859 MARCOS FREIRE II. 49160-000 Nossa Senhora do Socorro - SE.";(79) 21400386;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EDUCAR II;28037596;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PERIMETRAL H, 1291 I ETAPA. MARCOS FREIRE III. 49160-000 Nossa Senhora do Socorro - SE.";(79) 996627557;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO NOSSA SENHORA DAS GRACAS LTDA;28037600;SE;Itabi;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA DO CAMPO, 322 CENTRO. 49870-000 Itabi - SE.";(79) 99698379;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.1254897;-37.10336979
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EDUCACIONAL MENINO JESUS;28037618;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CARLOS HENRIQUE DE OLIVEIRA PORTO, 300 BUGIO. 49090-770 Aracaju - SE.";(79) 988100016;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO INFANTIL MARIA TEREZINHA FREIRE SILVA;28037626;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Pública;"TRAVESSA FREI DAMIAO, 100 CIDADE NOVA. 49200-000 Estância - SE.";(79) 996754975;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ELOHIM;28037634;SE;Laranjeiras;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA B 5 LOTEAMENTO NASCE ESPERANCA, 270 CENTRO. 49170-000 Laranjeiras - SE.";(79) 981126910;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESPACO EDUCACIONAL ALLECRIM;28037642;SE;Simão Dias;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MESTRE B/A, 126 CASA. CENTRO. 49480-000 Simão Dias - SE.";(79) 998658733;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NEW CENTRO DE ENSINO LTDA;28037650;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA COLETORA A, 1556 MARCOS FREIRE. 49160-000 Nossa Senhora do Socorro - SE.";(79) 21400700;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Profissional;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLINHA SEMENTE DO AMANHA;28037669;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA D DOIS QUADRA 8 LOTE 38, 61 JARDIM PIABETA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 999726263;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO VITORIA;28037677;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA LAUDELINO FREIRE, 150 A. CIDADE NOVA. 49070-260 Aracaju - SE.";(79) 32362671;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL IRMA MARIA CELESTE DOS ANJOS;28037685;SE;Neópolis;Rural;A escola não está em área de localização diferenciada;Privada;"RUA JOSE ANTONIO DE SANTA ROSA, 255 ZONA RURAL. POVOADO MUSSUIPE. 49980-000 Neópolis - SE.";(79) 988476590;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;;
ESCOLA PARALISADA;CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL PROFESSOR UDILSON SOARES RIBEIRO;28037693;SE;Simão Dias;Urbana;Não Informado;Pública;"RODOVIA LOURIVAL BATISTA, CENTRO. 49480-000 Simão Dias - SE.";(79) 999843881;Estadual;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ASSOCIACAO RECREATIVA CULTURAL ATLANTICA-ARCA;28037804;SE;Aracaju;Urbana;Não Informado;Privada;"RUA JUIZ MOACIR SOBRAL, ATALAIA. 49037-410 Aracaju - SE.";(79) 32435835;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO TIA MARGARIDA;28038207;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 67 CONJUNTO MARCOS FREIRE II, 87 TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.85153529;-37.05896658
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE ESTUDOS INTEGRADO EQUIPOTENCIA LTDA;28038401;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 13B CONJUNTO JOAO ALVES FILHO, 76 TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 998544840;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.856520110051;-37.0846475635657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESCOLAR SEMENTINHA DO SABER LTDA;28038606;SE;Malhador;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE LEITE VASCONCELOS, 25 CENTRO. 49570-000 Malhador - SE.";(79) 998572691;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6556786;-37.30709793
ESCOLA PARALISADA;COLEGIO PROFª ADIVA FLORIANA DOS SANTOS;28038800;SE;Arauá;Urbana;Não Informado;Privada;"RUA DO CAJUEIRO, CENTRO. 49220-000 Arauá - SE.";(79) 35471630;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO VICENTE LTDA;28039009;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA B18, 128 SANTA MARIA. 49044-313 Aracaju - SE.";(79) 30864013;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.99199556;-37.10375279
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO METROPOLE;28039203;SE;Barra dos Coqueiros;Urbana;A escola não está em área de localização diferenciada;Privada;"AV CANAL 61, 61 CONJ.PRISCO VIANA. 49140-000 Barra dos Coqueiros - SE.";(79) 999444315;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.9106466666667;-37.0313583333333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTADUAL PROF EULINA BATISTA DE MELO;28039408;SE;Nossa Senhora de Lourdes;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MANOEL EUFRASIO, S/N ESCOLA. CAIXA DAGUA. 49890-000 Nossa Senhora de Lourdes - SE.";(79) 33161335;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.08217018;-37.05897655
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL VOVO ALICE;28039807;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PADRE MANOEL DA NOBREGA, 113 CONJUNTO PADRE PEDRO. SANTA MARIA. 49044-000 Aracaju - SE.";(79) 988137462;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.97676719;-37.09919249
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLINHA SONHO MEU;28040015;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 10, 07 CONJUNTO FERNANDO CO. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32546633;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.8605266;-37.092655
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL DEPUTADO JOALDO VIEIRA BARBOSA;28040201;SE;Salgado;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA DRºJOAO ALVES FILHO, S/N ESTACAO. 49390-000 Salgado - SE.";;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-11.0239706;-37.4767545
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ESTUDANTE EDNA MARIA APOLONIO NETA;28040406;SE;Canindé de São Francisco;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. JOAO ALVES FILHO, S/N PREDIO. OLARIA. 49820-000 Canindé de São Francisco - SE.";(79) 988857406;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-9.65364109;-37.78516679
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL SAGRADOS CORACOES;28040805;SE;Barra dos Coqueiros;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA HEITOR VILLA LOBOS, 178 LOTEAMENTO MARIVAN. CENTRO. 49140-000 Barra dos Coqueiros - SE.";(79) 999428180;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-10.90358357;-37.03116976
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ALMEIDA SANTOS;28041003;SE;Monte Alegre de Sergipe;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO ALVES FILHO, S/N PREDIO. CENTRO. 49690-000 Monte Alegre de Sergipe - SE.";(79) 98993902;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.02996463;-37.56187738
ESCOLA PARALISADA;JARDIM ESCOLA CASINHA FELIZ E ESCOLA ORION;28041208;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA A 15, 30 MARCOS FREIRE II. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL CRESCER E APRENDER;28041402;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 5 NUMERO, 30 LOTEAMENTO SAO BRAZ. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 998035997;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;;
ESCOLA PARALISADA;ESCOLINHA PEDACINHO DO CEU;28041607;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA 52/52 CONJ. MARCOS FREIFRE II, 47 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL AGONALTO PACHECO DA SILVA;28041801;SE;Neópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"RODOVIA SEBASTIAO CAMPOS DE JESUS LIMA, S/N CENTRO. 49980-000 Neópolis - SE.";(79) 33441539;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-10.31330745;-36.58097852
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JESSE DA SILVA PRADO;28042000;SE;Santa Luzia do Itanhy;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE JOAO FLORENCIO, 36 RUA. CENTRO. 49230-000 Santa Luzia do Itanhy - SE.";(79) 999667030;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-11.3560542;-37.4507147
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CEPI EXPANSAO;28042204;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MINISTRO NELSON HUNGRIA, 323 LUZIA. 49045-510 Aracaju - SE.";(79) 32176617;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.93297205;-37.06481423
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL ATLANTICO;28042417;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO CARVALHO DE ARAGAO, 69 ATALAIA. 49037-620 Aracaju - SE.";(79) 32431435;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.988065;-37.05417667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO EL SHADDAY;28043405;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA G CONJUNTO EDUARDO GOMES, 121 ROSA ELZE. 49100-000 São Cristóvão - SE.";(79) 32571367;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.92682113;-37.11928661
ESCOLA PARALISADA;COLEGIO METODO;28044401;SE;Aracaju;Urbana;Não Informado;Privada;"RUA BOQUIM, 439 CENTRO. 49010-280 Aracaju - SE.";(79) 32229845;Privada;Não Informado;Não;;;;;-10.91733;-37.05331
ESCOLA PARALISADA;ESCOLA EDUCANDARTE;28045408;SE;Cristinápolis;Urbana;Não Informado;Privada;"RUA CAMPOS, 95 ARACAJU. JARDINS. 49270-000 Cristinápolis - SE.";(79) 35421239;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL INSPIRANDO O SABER;28047400;SE;Poço Verde;Urbana;A escola não está em área de localização diferenciada;Privada;"AV EPIFANIO DOREA, 384 CASA. CENTRO. 49490-000 Poço Verde - SE.";(79) 35492153;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-10.7112263;-38.1806764
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL MARIA VIRGINIA LEITE FRANCO;28048407;SE;Carmópolis;Rural;A escola não está em área de localização diferenciada;Pública;"RUA IDELFONSO CRUZ DE OLIVEIRA, S/N POVOADO AGUADA. 49740-000 Carmópolis - SE.";(79) 32775009;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.67996231;-36.94539385
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA JESUS DE NAZARE;28049403;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"AV. AUXILIAR I, 294 CONJ. FRENANDO COLLO. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 91420038;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.86572683;-37.09458103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA JOSE AUGUSTO VIEIRA;28050401;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FREI DAMIAO, 383 CIDADE NOVA. 49200-000 Estância - SE.";(79) 35222146;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-11.23734173;-37.42326697
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL IRMAO MENOR;28053400;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FERNANDO DE NORONHA, 38 JOSE CONRADO DE ARAJO. 49085-140 Aracaju - SE.";(79) 32413220;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.9048541;-37.0768876
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESPERANCA DO FUTURO PIABETA LTDA;28054407;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA E2, 153 PIABETA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 996339282;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.83670562;-37.05356553
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SANTA BARBARA;28055403;SE;Gararu;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SETE DE SETEMBRO, 193 CASA. CENTRO. 49830-000 Gararu - SE.";(79) 33541176;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-9.96763825;-37.08462356
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROF ELIETE DE MELO GUIMARAES;28056400;SE;Japoatã;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EUGENIO BEZERRA, S/N CENTRO. 49950-000 Japoatã - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-10.34903678;-36.80096803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL IRMA DULCE;28057406;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. COLETORA A CONJ. MARCOS FREIRE I, 2235 TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-10.8464586;-37.0655212
ESCOLA PARALISADA;CRECHE CASA DA CRIANCA TIA ARLEIDE;28058402;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA 17 , CONJ. FERNANDO COLLOR, 425 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;GABARITO VESTIBULAR LTDA;28059409;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MARUIM, 587 CENTRO. 49010-160 Aracaju - SE.";(79) 32228870;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação Profissional";;-10.91508406;-37.05330208
ESCOLA PARALISADA;ASSOCIACAO COMUNITARIA SHALON ADONAY;28060407;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA A, CONJ. JARDIM II, 50 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL BOM SABER LTDA;28061403;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 33, 27 MARCOS FREIRE 1. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 996319745;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.84663667;-37.066425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOCIACAO BENEFICENTE DR CARLOS ALBERTO TORRES;28062400;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RODOVIA DOS NAUFRAGOS, S/N ZONA DE EXPANSAO ARUANA. 49000-016 Aracaju - SE.";(79) 32471500;Privada;Filantrópica;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE ORIENTACAO EDUCACIONAL LTDA;28063406;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ENGENHEIRO TERESIO MOREL, 418 CONJUNTO ROSA MARIA. ROSA ELZE. 49100-000 São Cristóvão - SE.";(79) 32571702;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.92987648;-37.11582422
ESCOLA PARALISADA;COLEGIO NOSSA ESPERANCA LTDA;28064402;SE;Itabaianinha;Urbana;Não Informado;Privada;"PRACA TENNNYSON FOSTES SOUZA, 231 CASA. CENTRO. 49290-000 Itabaianinha - SE.";(79) 99413020;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL PITUCHINHA;28065409;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA L1, 49 CONJUNTO JARDIM 1. PALESTINA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 988447541;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.8909232;-37.1454921
ESCOLA PARALISADA;CENTRO EDUCACIONAL TIA LINEIA LTDA;28066405;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA 157, CONJ ALBANO FRANCO, 24 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESCOLINHA COMECINHO DO SABER;28066413;SE;Nossa Senhora do Socorro;Rural;Não Informado;Privada;"RUA I, LOTEAMENTO SAO JOSE, 129 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CEA LTDA;28067401;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ABRAAO CRISPIM DE SOUZA, 35 FAROLANDIA. 49030-293 Aracaju - SE.";(79) 32486655;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.97563894;-37.07225603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDUCACIONAL MAE RAINHA;28068408;SE;Cedro de São João;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA JONAS TRINDADE, 256 CENTRO. 49930-000 Cedro de São João - SE.";(79) 996012411;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.2500569;-36.88297882
ESCOLA PARALISADA;COLEGIO CECILIA MEIRELES LTDA;28069404;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA A 24, CONJUNTO MARCOS FREIRE II, 125 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DEPUTADO JOALDO BARBOSA;28070402;SE;Boquim;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA HEITOR DE SOUZA, S/N PREDIO. CENTRO. 49360-000 Boquim - SE.";(79) 999823921;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atendimento Educacional Especializado;-11.1285273;-37.6057313
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM ESCOLA SAN RAPHAEL;28071409;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA 50/55, 02 MARCOS FREIRE II. TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";(79) 32548757;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.8530273;-37.06357253
